client_num,customer_age,gender,dependent_count,education_level,marital_status,state_cd,zipcode,car_owner,house_owner,personal_loan,contact,customer_job,income,cust_satisfaction_score,card_category,annual_fees,activation_30_days,customer_acq_cost,week_start_date,week_num,qtr,current_year,credit_limit,total_revolving_bal,total_trans_amt,total_trans_vol,avg_utilization_ratio,use_chip,exp_type,interest_earned,delinquent_acc
710745633,55,F,0,Graduate,Married,NJ,91750,no,no,no,unknown,White-collar,150731.0,2,Blue,245.0,0,83.0,2023-02-12,Week-7,Q1,2023,19252.0,751.0,14074.0,112.0,0.039,Swipe ,Fuel,2955.54,0
710748483,47,F,5,Post-Graduate,Married,CA,91750,no,no,no,cellular,Retirees,43814.0,3,Blue,465.0,1,102.0,2023-02-12,Week-7,Q1,2023,2923.0,1934.0,3861.0,68.0,0.662,Swipe ,Entertainment,926.64,0
710749458,57,F,3,High School,Married,NJ,91750,no,no,yes,unknown,Selfemployeed,14975.0,2,Blue,300.0,0,93.0,2023-02-12,Week-7,Q1,2023,5462.0,1864.0,1523.0,35.0,0.341,Swipe ,Entertainment,152.3,0
710751033,42,M,3,Uneducated,Single,NV,91750,no,no,no,cellular,Businessman,112929.0,2,Blue,280.0,0,113.0,2023-02-12,Week-7,Q1,2023,4829.0,0.0,8286.0,65.0,0.0,Chip ,Travel,2320.08,0
710752233,44,F,2,High School,Married,FL,91750,yes,no,no,unknown,Govt,32047.0,3,Blue,450.0,1,80.0,2023-02-12,Week-7,Q1,2023,4430.0,2203.0,2742.0,49.0,0.497,Swipe ,Fuel,356.46,0
710754933,32,F,2,Graduate,Single,TX,91750,yes,yes,yes,cellular,Selfemployeed,2565.0,3,Blue,250.0,1,64.0,2023-02-12,Week-7,Q1,2023,1438.3,0.0,840.0,20.0,0.0,Swipe ,Entertainment,218.4,0
710756133,48,F,3,High School,Married,FL,91750,no,yes,no,cellular,Blue-collar,56563.0,3,Blue,430.0,1,94.0,2023-02-12,Week-7,Q1,2023,1811.0,821.0,4290.0,73.0,0.453,Swipe ,Fuel,471.9,0
710758683,46,M,3,Doctorate,Married,CA,90706,no,no,no,cellular,White-collar,122550.0,2,Silver,300.0,1,88.0,2023-02-12,Week-7,Q1,2023,15698.0,2000.0,12980.0,82.0,0.127,Swipe ,Entertainment,1817.2,0
710760258,55,M,1,Graduate,Married,NY,91750,no,no,no,unknown,Govt,76358.0,3,Blue,435.0,0,80.0,2023-02-12,Week-7,Q1,2023,1438.3,0.0,4740.0,81.0,0.0,Swipe ,Entertainment,1090.2,0
710761533,46,F,3,Graduate,Single,CA,91750,no,no,no,cellular,Govt,53003.0,1,Blue,300.0,0,72.0,2023-02-12,Week-7,Q1,2023,23665.0,1624.0,4190.0,87.0,0.069,Chip ,Bills,544.7,0
710763783,42,F,4,Graduate,Married,FL,91750,yes,yes,no,unknown,Businessman,40233.0,2,Blue,320.0,1,66.0,2023-02-12,Week-7,Q1,2023,28142.0,762.0,3676.0,47.0,0.027,Swipe ,Bills,551.4,0
710769258,43,F,4,Graduate,Unknown,TX,91750,yes,no,no,cellular,Selfemployeed,44670.0,1,Blue,395.0,1,92.0,2023-02-12,Week-7,Q1,2023,4438.0,1513.0,3895.0,75.0,0.341,Chip ,Food,506.35,0
710770383,47,M,2,Unknown,Married,TX,91750,no,yes,no,cellular,Blue-collar,85244.0,2,Blue,190.0,0,72.0,2023-02-12,Week-7,Q1,2023,1438.3,582.0,4915.0,92.0,0.405,Chip ,Entertainment,1228.75,0
710771433,49,F,1,Uneducated,Single,TX,91750,yes,no,yes,unknown,White-collar,148823.0,1,Gold,290.0,1,75.0,2023-02-12,Week-7,Q1,2023,2754.0,2152.0,13991.0,125.0,0.781,Swipe ,Bills,3637.66,0
710773533,46,M,2,Uneducated,Married,NY,91750,no,no,yes,cellular,Retirees,97112.0,3,Blue,150.0,1,104.0,2023-02-12,Week-7,Q1,2023,2435.0,1595.0,5268.0,88.0,0.655,Swipe ,Bills,684.84,0
710775483,52,M,2,Uneducated,Unknown,NY,91750,no,no,no,cellular,Businessman,161541.0,1,Blue,415.0,1,120.0,2023-02-12,Week-7,Q1,2023,9060.0,0.0,14305.0,102.0,0.0,Swipe ,Grocery,2145.75,0
710779083,50,M,1,Uneducated,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,58221.0,1,Blue,175.0,0,74.0,2023-02-12,Week-7,Q1,2023,1661.0,0.0,4338.0,77.0,0.0,Chip ,Bills,780.84,0
710780883,45,M,5,Unknown,Married,TX,91750,no,yes,no,cellular,Retirees,70790.0,1,Blue,455.0,1,129.0,2023-02-12,Week-7,Q1,2023,2446.0,1461.0,4610.0,78.0,0.597,Swipe ,Food,645.4,0
710782458,44,F,3,High School,Single,FL,91750,no,yes,no,unknown,Selfemployeed,14975.0,1,Blue,460.0,1,82.0,2023-02-12,Week-7,Q1,2023,2469.0,1695.0,1615.0,36.0,0.687,Swipe ,Fuel,306.85,0
710783358,36,M,4,Graduate,Single,FL,91750,yes,yes,no,cellular,Retirees,62769.0,2,Blue,435.0,1,157.0,2023-02-12,Week-7,Q1,2023,2570.0,1764.0,4442.0,85.0,0.686,Swipe ,Bills,488.62,0
710784333,49,F,2,Graduate,Single,TX,91750,no,yes,yes,cellular,Selfemployeed,14975.0,3,Blue,140.0,1,112.0,2023-02-12,Week-7,Q1,2023,23700.0,1314.0,1644.0,28.0,0.055,Swipe ,Bills,460.32,0
710785383,43,F,5,Uneducated,Married,NY,91750,no,yes,no,cellular,Selfemployeed,26514.0,3,Blue,250.0,0,107.0,2023-02-12,Week-7,Q1,2023,2212.0,0.0,2394.0,55.0,0.0,Swipe ,Food,406.98,0
710787708,31,F,0,Graduate,Married,FL,91750,yes,no,yes,cellular,Selfemployeed,14975.0,3,Blue,150.0,1,114.0,2023-02-12,Week-7,Q1,2023,5366.0,1271.0,1748.0,38.0,0.237,Swipe ,Entertainment,367.08,0
710789058,37,F,1,High School,Unknown,NJ,91750,no,no,no,unknown,Selfemployeed,11597.0,3,Blue,150.0,1,42.0,2023-02-12,Week-7,Q1,2023,34516.0,1478.0,1308.0,41.0,0.043,Swipe ,Entertainment,143.88,0
710790258,51,F,5,Unknown,Married,FL,91750,no,no,no,unknown,Blue-collar,12082.0,1,Blue,200.0,0,108.0,2023-02-12,Week-7,Q1,2023,28904.0,1899.0,1334.0,35.0,0.066,Swipe ,Travel,293.48,0
710792733,39,M,3,Uneducated,Married,NJ,91750,yes,no,yes,cellular,Businessman,65104.0,2,Blue,420.0,0,158.0,2023-02-12,Week-7,Q1,2023,2897.0,638.0,4491.0,75.0,0.22,Swipe ,Food,1302.39,0
710793783,41,F,4,High School,Single,NJ,91750,no,yes,no,cellular,Govt,16687.0,2,Blue,370.0,0,101.0,2023-02-12,Week-7,Q1,2023,12059.0,1978.0,1836.0,36.0,0.164,Swipe ,Bills,238.68,0
710794983,34,M,1,Unknown,Married,FL,91750,no,no,no,cellular,Blue-collar,74793.0,2,Blue,320.0,1,69.0,2023-02-12,Week-7,Q1,2023,4745.0,1157.0,4705.0,78.0,0.244,Swipe ,Grocery,1223.3,0
710795883,39,F,3,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,32183.0,3,Blue,150.0,0,98.0,2023-02-12,Week-7,Q1,2023,2042.0,1864.0,2758.0,50.0,0.913,Swipe ,Entertainment,220.64,0
710797833,54,M,3,Graduate,Single,NY,91750,no,yes,no,cellular,Govt,59153.0,1,Blue,390.0,1,75.0,2023-02-12,Week-7,Q1,2023,2033.0,841.0,4360.0,95.0,0.414,Swipe ,Fuel,1046.4,0
710798883,43,F,3,Doctorate,Married,FL,91750,no,yes,no,unknown,Selfemployeed,14975.0,3,Blue,125.0,0,112.0,2023-02-12,Week-7,Q1,2023,3323.0,2310.0,1599.0,47.0,0.695,Swipe ,Entertainment,239.85,0
710799783,38,F,2,Graduate,Single,FL,91750,yes,no,no,unknown,Businessman,35040.0,1,Blue,110.0,0,92.0,2023-02-12,Week-7,Q1,2023,15202.0,1779.0,3143.0,60.0,0.117,Swipe ,Grocery,408.59,0
710801133,40,M,4,Graduate,Married,NY,91750,no,no,no,unknown,Blue-collar,28912.0,2,Blue,395.0,0,88.0,2023-02-12,Week-7,Q1,2023,8581.0,2326.0,2513.0,63.0,0.271,Swipe ,Bills,301.56,0
710802258,56,F,0,High School,Married,FL,91750,yes,no,no,unknown,Selfemployeed,6550.0,2,Blue,125.0,0,98.0,2023-02-12,Week-7,Q1,2023,2888.0,2245.0,1111.0,26.0,0.777,Swipe ,Bills,99.99,0
710803008,56,F,3,High School,Married,NJ,91750,no,no,no,cellular,Businessman,59341.0,2,Blue,220.0,1,113.0,2023-02-12,Week-7,Q1,2023,3125.0,2041.0,4372.0,68.0,0.653,Chip ,Grocery,699.52,0
710803983,29,F,0,Graduate,Single,NY,91750,yes,no,yes,cellular,Businessman,155971.0,2,Blue,345.0,1,96.0,2023-02-12,Week-7,Q1,2023,32222.0,0.0,14220.0,95.0,0.0,Chip ,Bills,2986.2,0
710806083,59,F,2,Unknown,Single,TX,91750,no,no,no,unknown,Selfemployeed,6550.0,2,Silver,125.0,0,88.0,2023-02-12,Week-7,Q1,2023,11888.0,2090.0,1137.0,30.0,0.176,Swipe ,Bills,181.92,0
710808108,51,F,1,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,24367.0,3,Blue,125.0,1,88.0,2023-02-12,Week-7,Q1,2023,4274.0,2517.0,2257.0,54.0,0.589,Online ,Travel,406.26,0
710809083,43,M,3,Post-Graduate,Married,NJ,91750,yes,no,no,cellular,Retirees,69714.0,2,Blue,345.0,1,82.0,2023-02-12,Week-7,Q1,2023,1438.3,787.0,4587.0,58.0,0.547,Swipe ,Grocery,275.22,0
710809833,35,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,35387.0,1,Silver,450.0,1,56.0,2023-02-12,Week-7,Q1,2023,34516.0,0.0,3193.0,53.0,0.0,Swipe ,Bills,638.6,0
710810883,57,F,2,Graduate,Married,NJ,91750,yes,no,no,cellular,Businessman,176141.0,2,Blue,300.0,1,159.0,2023-02-12,Week-7,Q1,2023,34516.0,1260.0,14576.0,95.0,0.037,Chip ,Food,3935.52,0
710812533,45,F,4,Doctorate,Married,CA,91750,no,yes,no,cellular,Govt,19713.0,1,Silver,280.0,1,103.0,2023-02-12,Week-7,Q1,2023,34516.0,154.0,1987.0,46.0,0.004,Chip ,Travel,139.09,0
710813733,65,F,1,Unknown,Single,FL,91750,no,no,no,unknown,Selfemployeed,14975.0,3,Gold,340.0,0,77.0,2023-02-12,Week-7,Q1,2023,33791.0,0.0,1546.0,41.0,0.0,Swipe ,Bills,293.74,0
710814633,50,M,2,Unknown,Married,NJ,91750,yes,no,no,cellular,Blue-collar,117226.0,3,Blue,380.0,0,112.0,2023-02-12,Week-7,Q1,2023,20734.0,2517.0,8888.0,103.0,0.121,Swipe ,Grocery,799.92,0
710815608,40,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,66761.0,2,Blue,455.0,1,119.0,2023-02-12,Week-7,Q1,2023,2049.0,1530.0,4521.0,70.0,0.747,Swipe ,Bills,497.31,0
710816358,52,F,1,Graduate,Single,FL,91750,no,yes,no,cellular,Businessman,29152.0,1,Blue,450.0,1,90.0,2023-02-12,Week-7,Q1,2023,2963.0,1466.0,2523.0,48.0,0.495,Swipe ,Entertainment,605.52,0
710819733,43,F,3,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,2565.0,2,Blue,125.0,1,99.0,2023-02-12,Week-7,Q1,2023,12211.0,0.0,903.0,29.0,0.0,Swipe ,Entertainment,108.36,0
710820783,43,M,2,Graduate,Married,TX,91750,no,yes,no,unknown,Blue-collar,55039.0,2,Blue,245.0,1,75.0,2023-02-12,Week-7,Q1,2023,5989.0,0.0,4246.0,78.0,0.0,Chip ,Bills,509.52,0
710821833,50,F,1,Graduate,Married,CA,91750,yes,no,no,cellular,Selfemployeed,11745.0,2,Blue,335.0,1,82.0,2023-02-12,Week-7,Q1,2023,9095.0,1587.0,1314.0,26.0,0.174,Online ,Bills,249.66,0
710822808,53,M,1,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,108442.0,2,Blue,275.0,1,96.0,2023-02-12,Week-7,Q1,2023,34516.0,1228.0,7854.0,89.0,0.036,Swipe ,Entertainment,1021.02,0
710825658,52,F,2,Uneducated,Married,CA,91750,yes,no,no,cellular,Retirees,48640.0,3,Blue,390.0,0,94.0,2023-02-12,Week-7,Q1,2023,2584.0,1614.0,4045.0,78.0,0.625,Online ,Fuel,930.35,0
710829108,45,F,3,Post-Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,5525.0,1,Blue,480.0,1,91.0,2023-02-12,Week-7,Q1,2023,3356.0,985.0,999.0,28.0,0.294,Swipe ,Travel,69.93,0
710831133,44,F,4,Graduate,Married,NY,91750,no,no,yes,cellular,Selfemployeed,14975.0,1,Blue,250.0,1,115.0,2023-02-12,Week-7,Q1,2023,18085.0,1487.0,1582.0,47.0,0.082,Swipe ,Entertainment,126.56,0
710832108,37,M,2,High School,Single,NJ,91750,yes,no,no,cellular,Selfemployeed,68415.0,1,Blue,225.0,1,89.0,2023-02-12,Week-7,Q1,2023,9017.0,2359.0,4552.0,81.0,0.262,Swipe ,Food,1092.48,0
710833908,41,M,3,Graduate,Married,NJ,91750,no,yes,no,cellular,White-collar,121796.0,1,Blue,100.0,0,81.0,2023-02-12,Week-7,Q1,2023,25601.0,1384.0,12896.0,100.0,0.054,Swipe ,Fuel,2966.08,0
710838108,36,M,3,Graduate,Married,FL,91750,no,yes,no,cellular,Retirees,57573.0,3,Blue,200.0,0,113.0,2023-02-12,Week-7,Q1,2023,3081.0,2517.0,4317.0,72.0,0.817,Swipe ,Bills,1208.76,0
710839308,33,F,0,Unknown,Married,NY,91750,yes,no,no,unknown,White-collar,35191.0,2,Blue,220.0,0,118.0,2023-02-12,Week-7,Q1,2023,5015.0,1671.0,3161.0,77.0,0.333,Swipe ,Entertainment,568.98,0
710840433,34,M,2,Graduate,Single,TX,91750,yes,no,yes,cellular,White-collar,36479.0,2,Blue,110.0,0,67.0,2023-02-12,Week-7,Q1,2023,7452.0,1656.0,3339.0,51.0,0.222,Swipe ,Bills,300.51,0
710841183,51,F,2,Graduate,Married,NJ,91750,no,no,no,unknown,Businessman,218777.0,2,Gold,455.0,1,74.0,2023-02-12,Week-7,Q1,2023,13940.0,2109.0,15577.0,114.0,0.151,Chip ,Travel,3738.48,0
710842308,44,M,3,Unknown,Married,TX,91750,no,yes,no,cellular,Govt,51919.0,1,Blue,440.0,1,115.0,2023-02-12,Week-7,Q1,2023,2264.0,928.0,4150.0,83.0,0.41,Chip ,Fuel,249.0,0
710844408,37,F,2,Uneducated,Unknown,TX,91750,yes,no,no,cellular,Selfemployeed,16851.0,3,Blue,100.0,0,85.0,2023-02-12,Week-7,Q1,2023,2584.0,0.0,1843.0,28.0,0.0,Swipe ,Fuel,460.75,0
710845308,46,F,2,Graduate,Married,CA,90250,yes,yes,no,unknown,Businessman,188604.0,2,Blue,225.0,1,87.0,2023-02-12,Week-7,Q1,2023,32949.0,1190.0,14892.0,113.0,0.036,Chip ,Fuel,3425.16,0
710849208,55,M,2,Graduate,Single,CA,90250,no,no,no,unknown,Businessman,182376.0,1,Silver,495.0,1,66.0,2023-02-12,Week-7,Q1,2023,34516.0,1652.0,14738.0,113.0,0.048,Chip ,Travel,1473.8,0
710850633,53,F,3,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,36377.0,1,Blue,345.0,0,86.0,2023-02-12,Week-7,Q1,2023,2507.0,1613.0,3325.0,67.0,0.643,Swipe ,Bills,631.75,0
710853033,50,M,3,High School,Single,NY,91750,yes,no,no,cellular,Businessman,47870.0,2,Blue,395.0,0,89.0,2023-02-12,Week-7,Q1,2023,4943.0,1204.0,4024.0,82.0,0.244,Swipe ,Bills,965.76,0
710854008,50,F,2,Uneducated,Single,TX,91750,no,yes,no,cellular,Retirees,44796.0,1,Blue,270.0,1,112.0,2023-02-12,Week-7,Q1,2023,6541.0,1119.0,3902.0,63.0,0.171,Swipe ,Fuel,273.14,0
710855508,46,F,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,57903.0,3,Blue,290.0,1,84.0,2023-02-19,Week-8,Q1,2023,2740.0,1786.0,4327.0,70.0,0.652,Swipe ,Fuel,865.4,0
710856558,36,M,2,High School,Single,IA,91750,no,no,no,unknown,White-collar,148757.0,1,Blue,490.0,0,105.0,2023-02-19,Week-8,Q1,2023,3336.0,1889.0,13989.0,105.0,0.566,Chip ,Food,1259.01,0
710858658,30,F,0,High School,Married,FL,91750,yes,no,no,cellular,Businessman,196761.0,1,Silver,250.0,1,88.0,2023-02-19,Week-8,Q1,2023,10610.0,0.0,15050.0,108.0,0.0,Chip ,Travel,3913.0,0
710862258,37,M,1,High School,Single,CA,91750,no,no,no,cellular,White-collar,78245.0,1,Blue,385.0,0,107.0,2023-02-19,Week-8,Q1,2023,1755.0,0.0,4786.0,73.0,0.0,Swipe ,Entertainment,287.16,0
710863308,59,M,2,High School,Married,NY,91750,no,yes,no,cellular,Selfemployeed,47762.0,3,Blue,340.0,1,71.0,2023-02-19,Week-8,Q1,2023,2916.0,1074.0,4020.0,84.0,0.368,Swipe ,Grocery,763.8,0
710864358,45,M,1,Graduate,Married,TX,91750,yes,no,no,cellular,Businessman,92180.0,1,Blue,125.0,1,91.0,2023-02-19,Week-8,Q1,2023,6501.0,0.0,5074.0,81.0,0.0,Chip ,Entertainment,1420.72,0
710865633,40,F,3,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,11594.0,2,Silver,200.0,0,68.0,2023-02-19,Week-8,Q1,2023,12301.0,2250.0,1307.0,29.0,0.183,Swipe ,Travel,261.4,0
710866758,37,F,2,Graduate,Single,CA,91750,yes,yes,yes,cellular,Selfemployeed,49610.0,1,Blue,370.0,0,75.0,2023-02-19,Week-8,Q1,2023,1640.0,888.0,4074.0,73.0,0.541,Swipe ,Travel,855.54,0
710869008,37,M,5,Post-Graduate,Married,FL,91750,yes,no,no,cellular,Blue-collar,93417.0,1,Blue,125.0,0,76.0,2023-02-19,Week-8,Q1,2023,8332.0,0.0,5108.0,78.0,0.0,Chip ,Fuel,561.88,0
710871108,48,M,4,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,77077.0,1,Silver,330.0,0,107.0,2023-02-19,Week-8,Q1,2023,31756.0,1459.0,4759.0,70.0,0.046,Swipe ,Entertainment,1142.16,0
710872233,44,F,4,Graduate,Married,FL,91750,no,no,no,unknown,Businessman,24764.0,1,Blue,470.0,1,81.0,2023-02-19,Week-8,Q1,2023,4610.0,0.0,2280.0,49.0,0.0,Swipe ,Bills,547.2,0
710873583,44,F,5,Doctorate,Single,FL,91750,no,yes,no,cellular,Businessman,155870.0,2,Blue,360.0,1,80.0,2023-02-19,Week-8,Q1,2023,20724.0,2221.0,14215.0,109.0,0.107,Chip ,Grocery,3980.2,0
710874933,53,F,1,Doctorate,Married,NJ,91750,no,yes,no,cellular,Blue-collar,22514.0,3,Blue,110.0,1,85.0,2023-02-19,Week-8,Q1,2023,10239.0,2224.0,2149.0,40.0,0.217,Swipe ,Entertainment,623.21,0
710877108,59,F,2,High School,Married,CA,91750,no,yes,no,cellular,White-collar,52453.0,1,Blue,125.0,0,69.0,2023-02-19,Week-8,Q1,2023,2724.0,1288.0,4171.0,75.0,0.473,Swipe ,Entertainment,1167.88,0
710878308,45,M,3,Graduate,Single,TX,91750,yes,yes,yes,cellular,Govt,102550.0,1,Blue,350.0,1,103.0,2023-02-19,Week-8,Q1,2023,3699.0,913.0,7297.0,71.0,0.247,Swipe ,Entertainment,1532.37,0
710879283,55,M,3,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,57220.0,2,Blue,125.0,1,157.0,2023-02-19,Week-8,Q1,2023,1438.3,0.0,4312.0,81.0,0.0,Swipe ,Grocery,733.04,0
710881008,44,M,3,Uneducated,Single,NY,91750,yes,no,no,cellular,Govt,50766.0,1,Blue,175.0,0,87.0,2023-02-19,Week-8,Q1,2023,6380.0,1238.0,4119.0,66.0,0.194,Swipe ,Grocery,906.18,0
710883483,43,M,3,High School,Married,NJ,91750,no,no,yes,telephone,Govt,73199.0,3,Blue,325.0,0,80.0,2023-02-19,Week-8,Q1,2023,4189.0,2066.0,4661.0,85.0,0.493,Swipe ,Entertainment,512.71,0
710884683,40,F,4,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,45579.0,2,Silver,325.0,1,152.0,2023-02-19,Week-8,Q1,2023,34516.0,807.0,3937.0,80.0,0.023,Swipe ,Fuel,708.66,0
710888883,60,M,1,Uneducated,Married,NJ,91750,yes,no,no,cellular,White-collar,79755.0,3,Blue,280.0,0,98.0,2023-02-19,Week-8,Q1,2023,1438.3,636.0,4824.0,83.0,0.442,Online ,Food,916.56,0
710892408,35,F,1,High School,Unknown,TX,91750,no,no,yes,unknown,Selfemployeed,14975.0,1,Blue,280.0,0,90.0,2023-02-19,Week-8,Q1,2023,3101.0,1257.0,1681.0,32.0,0.405,Swipe ,Bills,100.86,0
710893533,61,F,1,Unknown,Married,NY,91750,yes,no,yes,cellular,Selfemployeed,14975.0,2,Blue,350.0,1,77.0,2023-02-19,Week-8,Q1,2023,8329.0,877.0,1570.0,56.0,0.105,Swipe ,Bills,408.2,0
710895708,45,M,4,Graduate,Single,NY,91750,yes,no,no,cellular,Govt,107030.0,1,Blue,375.0,1,80.0,2023-02-19,Week-8,Q1,2023,3876.0,0.0,7712.0,73.0,0.0,Chip ,Entertainment,462.72,0
710897133,55,M,1,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,63909.0,3,Blue,100.0,1,105.0,2023-02-19,Week-8,Q1,2023,2267.0,1357.0,4464.0,85.0,0.599,Swipe ,Bills,1071.36,0
710899833,44,F,2,Graduate,Unknown,NY,91750,no,no,yes,unknown,Selfemployeed,1250.0,1,Blue,300.0,0,46.0,2023-02-19,Week-8,Q1,2023,7758.0,1408.0,569.0,23.0,0.181,Swipe ,Entertainment,91.04,0
710903358,46,F,1,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,40886.0,2,Blue,380.0,1,110.0,2023-02-19,Week-8,Q1,2023,6352.0,1386.0,3709.0,77.0,0.218,Chip ,Entertainment,667.62,0
710904708,50,F,1,Unknown,Single,TX,91750,no,yes,no,cellular,Businessman,196680.0,2,Blue,430.0,1,160.0,2023-02-19,Week-8,Q1,2023,5319.0,921.0,15048.0,110.0,0.173,Chip ,Bills,2558.16,0
710905908,42,F,3,Graduate,Married,CA,91750,no,no,no,telephone,White-collar,18856.0,3,Blue,150.0,1,94.0,2023-02-19,Week-8,Q1,2023,4983.0,1355.0,1939.0,30.0,0.272,Chip ,Grocery,290.85,0
710912733,54,M,2,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Blue-collar,69894.0,1,Blue,290.0,0,94.0,2023-02-19,Week-8,Q1,2023,1953.0,1762.0,4590.0,91.0,0.902,Chip ,Fuel,550.8,0
710914158,38,M,2,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,60709.0,1,Blue,200.0,1,106.0,2023-02-19,Week-8,Q1,2023,3349.0,2517.0,4405.0,55.0,0.752,Swipe ,Food,484.55,0
710915358,44,F,4,Graduate,Married,NJ,91750,no,no,yes,unknown,White-collar,35673.0,1,Blue,340.0,1,105.0,2023-02-19,Week-8,Q1,2023,14963.0,1616.0,3242.0,58.0,0.108,Swipe ,Grocery,421.46,0
710916408,49,F,3,Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,12150.0,3,Blue,150.0,1,111.0,2023-02-19,Week-8,Q1,2023,8466.0,1886.0,1342.0,32.0,0.223,Swipe ,Bills,147.62,0
710923533,44,F,3,Unknown,Single,CA,90277,no,no,no,cellular,Businessman,219755.0,2,Gold,450.0,1,133.0,2023-02-19,Week-8,Q1,2023,34516.0,0.0,15611.0,127.0,0.0,Online ,Travel,1561.1,0
710924658,54,M,2,High School,Married,NY,91750,no,yes,no,cellular,White-collar,118755.0,1,Blue,415.0,0,121.0,2023-02-19,Week-8,Q1,2023,2540.0,1093.0,9339.0,99.0,0.43,Swipe ,Bills,1307.46,0
710926383,63,M,1,Graduate,Single,FL,91750,yes,no,no,cellular,Selfemployeed,68254.0,2,Blue,175.0,1,100.0,2023-02-19,Week-8,Q1,2023,1553.0,1177.0,4549.0,68.0,0.758,Chip ,Grocery,591.37,0
710927733,27,F,0,Graduate,Single,CA,91750,no,yes,yes,cellular,Selfemployeed,14975.0,2,Blue,200.0,0,89.0,2023-02-19,Week-8,Q1,2023,2899.0,1999.0,1687.0,35.0,0.69,Swipe ,Entertainment,219.31,0
710929233,37,M,2,Unknown,Single,FL,91750,no,no,no,cellular,Govt,55344.0,3,Blue,295.0,1,68.0,2023-02-19,Week-8,Q1,2023,2800.0,1559.0,4253.0,83.0,0.557,Chip ,Entertainment,637.95,0
710930508,47,F,2,Uneducated,Single,TX,91750,no,no,no,unknown,Selfemployeed,12180.0,1,Blue,285.0,0,44.0,2023-02-19,Week-8,Q1,2023,22352.0,2517.0,1350.0,24.0,0.113,Swipe ,Bills,391.5,0
710932683,50,F,4,Unknown,Married,FL,91750,no,no,no,telephone,White-collar,37709.0,2,Blue,110.0,0,97.0,2023-02-19,Week-8,Q1,2023,6394.0,0.0,3470.0,69.0,0.0,Chip ,Entertainment,242.9,0
710934033,47,F,1,Unknown,Single,CA,91750,no,no,no,cellular,Businessman,22858.0,1,Blue,285.0,1,47.0,2023-02-19,Week-8,Q1,2023,1775.0,1162.0,2169.0,43.0,0.655,Swipe ,Entertainment,347.04,0
710937783,31,M,2,Unknown,Unknown,TX,91750,no,no,no,cellular,Businessman,97871.0,3,Blue,195.0,0,77.0,2023-02-19,Week-8,Q1,2023,2772.0,2414.0,5313.0,68.0,0.871,Swipe ,Entertainment,1328.25,0
710939283,43,M,5,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,228657.0,1,Gold,150.0,1,114.0,2023-02-19,Week-8,Q1,2023,4209.0,1300.0,16078.0,105.0,0.309,Chip ,Travel,1125.46,0
710940183,51,F,1,Graduate,Married,NY,91750,yes,no,no,unknown,Selfemployeed,1250.0,3,Blue,245.0,1,103.0,2023-02-19,Week-8,Q1,2023,2185.0,0.0,715.0,20.0,0.0,Swipe ,Bills,178.75,0
710942358,51,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,White-collar,42610.0,1,Blue,365.0,1,115.0,2023-02-19,Week-8,Q1,2023,5762.0,1890.0,3814.0,88.0,0.328,Swipe ,Grocery,228.84,0
710944608,47,F,1,Unknown,Single,TX,91750,yes,no,no,cellular,Selfemployeed,13530.0,1,Blue,300.0,1,122.0,2023-02-19,Week-8,Q1,2023,8434.0,2222.0,1414.0,27.0,0.263,Swipe ,Bills,127.26,0
710947683,55,F,1,High School,Single,IL,91750,no,yes,no,cellular,Blue-collar,13647.0,2,Blue,200.0,1,44.0,2023-02-19,Week-8,Q1,2023,4920.0,1142.0,1420.0,31.0,0.232,Swipe ,Bills,213.0,0
710951808,42,F,3,Graduate,Unknown,CA,91750,no,yes,no,cellular,Selfemployeed,14975.0,2,Blue,335.0,0,112.0,2023-02-19,Week-8,Q1,2023,6100.0,1520.0,1668.0,32.0,0.249,Swipe ,Bills,166.8,0
710952933,54,F,1,Graduate,Married,TX,91750,no,no,no,unknown,Blue-collar,54316.0,2,Blue,355.0,0,119.0,2023-02-19,Week-8,Q1,2023,2077.0,1254.0,4226.0,75.0,0.604,Chip ,Food,633.9,0
